NAME,AIaaS Stack Level,Category,Industry,Sub-Category,Description,URL,Source(s),,,,,,
100credit,AutoML,AutoML Platform,Finance - Lending,Large Scale Solutions,"Bairong Inc. independently developed the SaaS cloud that has made breakthrough in adopting AI technology, cloud computing, blockchain and machine learning to provide the financial and lynch industries with aptable high products thereby fully enabling the industry. Based on long-term industry experience and insight, Bairong Inc. is able to support partner institutions in completing digital intelligence transformation.",http://www.100credit.com/,FirstMark,,,,,,
Figure Technologies,AutoML,Data Analytics for Business Decisions,Finance - Lending,Lending/Insurance (Decision Support),"Figure Pay provides our banking, fintech, and merchant partners with state-of-the-art banking and payments capabilities, including card issuer processing. Offering a powerful, yet economical means of bypassing the card networks, improving consumer loyalty, and earn additional revenue via traditional cards.",https://www.figurepay.com/,FirstMark,,,,,,
Cignifi,AutoML,Data Analytics for Business Decisions,Finance - Lending,Lending/Insurance (Decision Support),"Our industry-leading Big Data Analytics Platform leverages mobile phone data to help telcos, retailers, and financial institutions find previously invisible customers.",http://www.cignifi.com/,FirstMark,,,,,,
Upstart,AutoML,Data Analytics for Business Decisions,Finance - Lending,Lending/Insurance (Decision Support),Our mission is to enable effortless credit based on true risk.,http://www.upstart.com,FirstMark,,,,,,
ZestFinance,AutoML,Data Analytics for Business Decisions,Finance - Lending,Lending/Insurance (Decision Support),"Zest AI helps lenders make better credit decisions—increasing revenue, 
reducing risk, and automating compliance. We make fair credit available to 
everyone.",http://www.zestfinance.com/,FirstMark,,,,,,
Jianpu Technology,ML Powered Tool,Process Automation,Finance - Lending,"Lending/Insurance (Business, Individual)","Through artificial intelligence, cloud computing and other technologies, Jianpu Technology provides financial product search, matching and recommendation services for individual consumers, small and micro enterprises, and individual industrial and commercial households",http://jianpu.ai/,FirstMark,,,,,,
Clearbanc,ML Powered Tool,Process Automation,Finance - Lending,"Lending/Insurance (Business, Individual)","Clearco is the fastest, most affordable way for founders to fund their 
business. Connect your sales and marketing accounts to get started.",http://www.clearbanc.com,FirstMark,,,,,,
Tala,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Tala provides flexible financial tools to help you borrow, save and grow 
your money, all from our app. Learn why millions trust Tala to build their 
financial future.",http://tala.co,FirstMark,,,,,,
Affirm,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"With Affirm, you can pay over time at your favorite brands. No late fees or 
compounding interest—just a more responsible way to say yes to the things 
you love.",https://www.affirm.com/,FirstMark,,,,,,
Avant,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Change the way you borrow with loans through Avant. Loans ranging from 
$2,000-$35,000. APR ranges from 9.95% to 35.99%. No Prepayment fees. We 
have a simple online loan application. Checking your loan options won’t 
impact your credit score.",https://www.avant.com/,FirstMark,,,,,,
Earnest,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Earnest offers low-interest loans based on your unique financial profile, 
including student loan refinancing, private student loans, and personal 
loans.",https://www.earnest.com/,FirstMark,,,,,,
Lending Club,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"LendingClub helps members pay down high-interest debt, save money, and take control of their financial future. Let us show you how it works.",https://www.lendingclub.com/,FirstMark,,,,,,
LendUp,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Online payday loans & cash advances for any credit, credit cards for poor & bad credit, monthly installment loans when you need it urgently 24/7.",https://www.lendup.com/,FirstMark,,,,,,
MoneyLion,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Our financial app is an easy way to borrow, save, invest, and earn. An all 
in one mobile banking app. Take control of your financial future today. 
Join now!",https://www.moneylion.com/,FirstMark,,,,,,
OnDeck,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"OnDeck - America's Largest Online Small Business Lender. Term Loans up to 
$250K and Lines of Credit up to $100K. Get funds as soon as the same day.",https://www.ondeck.com/,FirstMark,,,,,,
Payoff,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Happy Money. Helping fund what makes you happy with personal loans to help 
you reach your goals. Empowering people to use money as a tool for their 
happiness.",https://www.payoff.com/,FirstMark,,,,,,
Prosper,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Discover a credit card, personal loans, or home equity options. Explore 
financial education. Meet your financial needs and find peace of mind with 
Prosper",https://www.prosper.com/,FirstMark,,,,,,
SoFi,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),SoFi is a different kind of finance company whose goal is to help people get their money right. Our products are built around our members—so that they have the tools they need to take control of their financial futures.,https://www.sofi.com/,FirstMark,,,,,,
TrueAccord,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"TrueAccord is the industry leading recovery and collections platform 
powered by machine learning and a consumer friendly digital experience.",https://www.trueaccord.com/,FirstMark,,,,,,
Upgrade,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"Check your rate for a fixed-rate personal loan and borrow up to $50,000. Or 
get started with Upgrade Card in just minutes. Check out Rewards Checking 
with cash back rewards and more. We're here to help you build the future 
you want.",https://www.upgrade.com/,FirstMark,,,,,,
WeLab,ML Powered Tool,Process Automation,Finance - Lending,Lending/Insurance (Individual),"WeLab is Asia's leading fintech company, making financial services 
accessible and enjoyable through innovative technology.",https://www.welab.co/en,FirstMark,,,,,,
Epirus,AutoML,Data Analytics for Security,Government,Defense/Drones,"Epirus is a startup that builds modern defense systems to address 21st century threats, such as drones and other asymmetric technologies.",https://www.epirusinc.com/,Firstmark 2023,,,,,,
Rebellion,AutoML,Data Analytics for Security,Government,Defense/Drones,Rebellion aims to empower the military and US civil servants and allies through AI and machine learning to solve defense challenges for the government.,https://rebelliondefense.com/,Firstmark 2023,,,,,,
Anduril,ML Powered Tool,Process Automation,Government,Military,Transforming US & allied military capabilities with advanced technology.,http://www.anduril.com,FirstMark,,,,,,
Datavant,Auto-MLOps,Data Source,Healthcare,Healthcare,"Datavant connects the largest health data ecosystem to help improve care, 
reduce costs and speed clinical research. We connect Real World Data (RWD) 
while protecting patient privacy.",http://www.datavant.com,FirstMark,,,,,,
Tempus Labs,Auto-MLOps,Data Source,Healthcare,Healthcare,"Tempus has built the world’s largest library of clinical & molecular data 
and an operating system to make that data accessible and useful, starting 
with cancer.",http://www.tempus.com,FirstMark,,,,,,
Komodo Health,Auto-MLOps,Data Source,Healthcare,Healthcare,"Komodo Health combines the world’s most comprehensive view of 
patient-encounters with innovative algorithms and decades of clinical 
expertise to power our Healthcare Map, the industry’s most precise view of 
the U.S. healthcare system.",https://www.komodohealth.com/,"FirstMark, Forbes50",,,,,,
Insitro,Auto-MLOps,Data Source,Healthcare,Healthcare,"we leverage the tools of modern biology to generate high-quality, large data sets optimized for machine learning, allowing us to unleash the full potential of modern computational approaches.",http://www.insitro.com/,FirstMark,,,,,,
Kinsa,Auto-MLOps,Data Source,Healthcare,Healthcare,"Kinsa is an early warning system to detect and respond to contagious 
illness. Through a network of millions of smart thermometers, Kinsa tracks 
the spread of illness in real-time and forecasts future outbreaks. Keep 
your families, school and communities healthy by using a Kinsa Smart 
Thermometer.",https://kinsahealth.com/,FirstMark,,,,,,
Mimic,Auto-MLOps,Data Source,Healthcare,critical care,"A large, publicly available critical care database",https://mimic.physionet.org/,FirstMark,,,,,,
HumanAPI,Auto-MLOps,Data Source,Healthcare,institution data platform,"Health data platform that connects to all data sources, enabling companies 
to build new technologies & deliver better experiences to customers.",https://www.humanapi.co/,FirstMark,,,,,,
